pattern,metric,providers,providers_count,provider_balanced_baseline_mean,provider_balanced_pattern_mean,provider_balanced_delta_mean,provider_balanced_improvement_mean
branch,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
branch,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15155790711346268,0.16202233980011757,0.010464432686654904,0.010464432686654904
branch,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17361111111111113,0.1983024691358025,0.02469135802469136,-0.02469135802469136
branch,misinterpretation_rate,"anthropic,gemini,openai",3,0.14444444444444446,0.14506172839506173,0.0006172839506172851,-0.0006172839506172851
branch,rework_cost_tokens,"anthropic,gemini,openai",3,208.0925925925926,232.8148148148148,24.722222222222218,-24.722222222222218
branch,self_contradiction_rate,"anthropic,gemini,openai",3,0.012345679012345678,0.0,-0.012345679012345678,0.012345679012345678
branch,stability_variance,"anthropic,gemini,openai",3,0.026087276392038308,0.024163466868228786,-0.0019238095238095236,0.0019238095238095236
branch,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
branch,update_consistency,"anthropic,gemini,openai",3,0.9876543209876543,1.0,0.012345679012345677,0.012345679012345677
conditional,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
conditional,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.1540270429159318,0.08547912992357436,-0.06854791299235743,-0.06854791299235743
conditional,irp_oscillation_rate,"anthropic,gemini,openai",3,0.18287037037037038,0.09027777777777778,-0.0925925925925926,0.0925925925925926
conditional,misinterpretation_rate,"anthropic,gemini,openai",3,0.15617283950617286,0.07808641975308642,-0.07808641975308643,0.07808641975308643
conditional,rework_cost_tokens,"anthropic,gemini,openai",3,241.75925925925927,119.1111111111111,-122.64814814814815,122.64814814814815
conditional,self_contradiction_rate,"anthropic,gemini,openai",3,0.019753086419753086,0.0,-0.019753086419753086,0.019753086419753086
conditional,stability_variance,"anthropic,gemini,openai",3,0.026241368756007213,0.011719022423784331,-0.014522346332222878,0.014522346332222878
conditional,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
conditional,update_consistency,"anthropic,gemini,openai",3,0.9765432098765432,1.0,0.023456790123456788,0.023456790123456788
delta,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.0,0.0,0.0
delta,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.14415049970605529,0.15149911816578482,0.007348618459729571,0.007348618459729571
delta,irp_oscillation_rate,"anthropic,gemini,openai",3,0.16435185185185186,0.1527777777777778,-0.011574074074074075,0.011574074074074075
delta,misinterpretation_rate,"anthropic,gemini,openai",3,0.13518518518518519,0.13240740740740742,-0.002777777777777777,0.002777777777777777
delta,rework_cost_tokens,"anthropic,gemini,openai",3,194.4814814814815,221.11111111111111,26.62962962962963,-26.62962962962963
delta,self_contradiction_rate,"anthropic,gemini,openai",3,0.009259259259259259,0.0,-0.009259259259259259,0.009259259259259259
delta,stability_variance,"anthropic,gemini,openai",3,0.023735424540186453,0.020802620307382218,-0.0029328042328042327,0.0029328042328042327
delta,trace_completeness,"anthropic,gemini,openai",3,1.0,1.0,0.0,0.0
delta,update_consistency,"anthropic,gemini,openai",3,0.9907407407407408,1.0,0.009259259259259257,0.009259259259259257
hierarchical,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.0,0.02314814814814815,0.02314814814814815,-0.02314814814814815
hierarchical,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.15108759553204,0.12857142857142856,-0.0225161669606114,-0.0225161669606114
hierarchical,irp_oscillation_rate,"anthropic,gemini,openai",3,0.17592592592592593,0.15432098765432098,-0.021604938271604934,0.021604938271604934
hierarchical,misinterpretation_rate,"anthropic,gemini,openai",3,0.1595679012345679,0.14753086419753086,-0.012037037037037035,0.012037037037037035
hierarchical,rework_cost_tokens,"anthropic,gemini,openai",3,229.14814814814815,241.33333333333334,12.185185185185185,-12.185185185185185
hierarchical,self_contradiction_rate,"anthropic,gemini,openai",3,0.024691358024691357,0.009259259259259259,-0.015432098765432098,0.015432098765432098
hierarchical,stability_variance,"anthropic,gemini,openai",3,0.02634336104812296,0.02639173595364072,4.837490551775949e-05,-4.837490551775949e-05
hierarchical,trace_completeness,"anthropic,gemini,openai",3,1.0,0.9768518518518517,-0.02314814814814815,-0.02314814814814815
hierarchical,update_consistency,"anthropic,gemini,openai",3,0.9753086419753086,0.9675925925925926,-0.007716049382716052,-0.007716049382716052
lazy,internal_coherence_error_rate,"anthropic,gemini,openai",3,0.001851851851851852,0.013888888888888888,0.012037037037037039,-0.012037037037037039
lazy,irp_monotonic_progress_rate,"anthropic,gemini,openai",3,0.1382716049382716,0.15896531452087007,0.02069370958259847,0.02069370958259847
lazy,irp_oscillation_rate,"anthropic,gemini,openai",3,0.14583333333333334,0.18827160493827158,0.042438271604938266,-0.042438271604938266
lazy,misinterpretation_rate,"anthropic,gemini,openai",3,0.1300925925925926,0.25432098765432104,0.12422839506172839,-0.12422839506172839
lazy,rework_cost_tokens,"anthropic,gemini,openai",3,188.87037037037035,423.2407407407407,234.37037037037035,-234.37037037037035
lazy,self_contradiction_rate,"anthropic,gemini,openai",3,0.011111111111111112,0.11728395061728396,0.10617283950617284,-0.10617283950617284
lazy,stability_variance,"anthropic,gemini,openai",3,0.025033190560174695,0.026846263542454025,0.0018130729822793306,-0.0018130729822793306
lazy,trace_completeness,"anthropic,gemini,openai",3,0.9981481481481481,0.9938271604938271,-0.004320987654320991,-0.004320987654320991
lazy,update_consistency,"anthropic,gemini,openai",3,0.987037037037037,0.8796296296296297,-0.1074074074074074,-0.1074074074074074
